,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,sex,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex-age
440,A14,42,A32,A43,7166,A65,A74,2,male,A101,4,A122,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
441,A11,24,A32,A41,2812,A65,A75,2,female,A101,4,A121,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
442,A11,36,A32,A41,5493,A61,A75,2,male,A101,4,A124,adult,A143,A153,1,A173,2,A191,A201,1,male-adult
443,A14,24,A33,A49,2978,A65,A73,4,male,A101,4,A121,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
444,A11,15,A34,A42,975,A61,A73,2,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
445,A12,9,A32,A43,1082,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
446,A12,39,A34,A43,4933,A61,A74,2,male,A103,2,A121,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
447,A11,9,A32,A42,2136,A61,A73,3,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
448,A11,12,A32,A42,1282,A61,A73,2,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
449,A12,27,A33,A41,5965,A61,A75,1,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
450,A14,12,A34,A42,1592,A64,A74,3,female,A101,2,A122,adult,A143,A152,1,A173,1,A191,A202,1,female-adult
451,A12,12,A32,A43,1534,A61,A72,1,male,A101,1,A121,youth,A143,A151,1,A173,1,A191,A201,2,male-youth
452,A14,12,A34,A42,1935,A61,A75,4,male,A101,4,A121,adult,A143,A152,3,A173,1,A192,A201,1,male-adult
453,A11,18,A32,A40,2249,A62,A74,4,male,A101,3,A123,adult,A143,A152,1,A174,2,A192,A201,1,male-adult
454,A12,24,A32,A43,3092,A62,A72,3,male,A101,2,A123,youth,A143,A151,1,A173,1,A192,A201,2,male-youth
455,A14,18,A32,A41,3378,A65,A73,2,male,A101,1,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
456,A12,18,A32,A49,1913,A64,A72,3,male,A101,3,A121,adult,A141,A152,1,A173,1,A192,A201,1,male-adult
457,A14,12,A34,A43,930,A65,A75,4,male,A101,4,A121,adult,A143,A152,4,A173,1,A191,A201,1,male-adult
458,A14,12,A32,A40,2390,A65,A75,4,male,A101,3,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
459,A14,12,A34,A49,1185,A61,A73,3,female,A101,2,A121,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
460,A12,48,A32,A43,3979,A65,A74,4,male,A101,1,A123,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
461,A12,16,A34,A40,1175,A61,A71,2,male,A101,3,A123,adult,A143,A153,3,A171,1,A192,A201,1,male-adult
462,A12,9,A32,A43,1670,A61,A72,4,female,A101,2,A123,youth,A143,A152,1,A173,1,A192,A201,2,female-youth
463,A12,15,A34,A43,1537,A65,A75,4,male,A103,4,A121,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
464,A11,18,A32,A43,1345,A61,A73,4,male,A101,3,A121,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
465,A12,12,A32,A42,1922,A61,A73,4,male,A101,2,A122,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
466,A12,11,A33,A43,4771,A61,A74,2,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
467,A12,36,A34,A43,2337,A61,A75,4,male,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
468,A12,9,A34,A46,1136,A64,A75,4,male,A101,3,A124,adult,A143,A153,2,A173,2,A191,A201,2,male-adult
469,A14,24,A34,A42,2028,A61,A74,2,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
470,A12,27,A34,A43,2520,A63,A73,4,male,A101,2,A122,youth,A143,A152,2,A172,1,A191,A201,2,male-youth
471,A14,6,A33,A43,932,A61,A73,3,female,A101,2,A121,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
472,A14,24,A34,A41,6842,A65,A73,2,male,A101,4,A122,adult,A143,A152,2,A174,2,A192,A201,1,male-adult
473,A14,24,A32,A42,5511,A62,A73,4,male,A101,1,A123,adult,A142,A152,1,A173,1,A191,A201,1,male-adult
474,A14,21,A32,A41,2476,A65,A75,4,male,A101,4,A121,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
475,A11,24,A32,A43,2439,A61,A72,4,female,A101,4,A121,adult,A143,A152,1,A173,1,A192,A201,2,female-adult
476,A14,24,A32,A43,999,A65,A75,4,male,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
477,A13,6,A32,A42,2116,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
478,A14,24,A32,A40,1393,A61,A73,2,male,A103,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
479,A12,9,A32,A42,918,A61,A73,4,female,A101,1,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
480,A11,30,A32,A42,3108,A61,A72,2,male,A101,4,A122,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
481,A12,36,A32,A40,14318,A61,A75,4,male,A101,2,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
482,A14,12,A30,A42,2759,A61,A75,2,male,A101,4,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
483,A12,45,A34,A41,4576,A62,A71,3,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
484,A14,24,A33,A49,2375,A63,A73,4,male,A101,2,A123,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
485,A11,21,A32,A43,3357,A64,A72,4,female,A101,2,A123,adult,A141,A152,1,A173,1,A191,A201,1,female-adult
486,A11,18,A32,A42,2462,A61,A73,2,male,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,2,male-youth
487,A12,12,A32,A42,983,A64,A72,1,female,A101,4,A121,youth,A143,A151,1,A172,1,A191,A201,1,female-youth
488,A12,15,A32,A40,2631,A62,A73,2,female,A101,4,A123,adult,A143,A151,2,A173,1,A192,A201,2,female-adult
489,A11,6,A32,A42,1374,A61,A73,1,male,A101,2,A121,adult,A141,A152,1,A172,1,A192,A201,1,male-adult
490,A11,24,A31,A42,3349,A63,A72,4,male,A101,4,A124,adult,A143,A153,1,A173,2,A192,A201,2,male-adult
491,A11,12,A32,A40,1168,A61,A73,4,male,A101,3,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
492,A12,60,A32,A40,7408,A62,A72,4,female,A101,2,A122,youth,A143,A152,1,A174,1,A191,A201,2,female-youth
493,A12,48,A31,A49,3566,A62,A74,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
494,A11,9,A34,A40,2799,A61,A73,2,male,A101,2,A121,adult,A143,A151,2,A173,2,A191,A201,1,male-adult
495,A14,28,A31,A41,7824,A65,A72,3,male,A103,4,A121,adult,A141,A151,2,A173,2,A192,A201,1,male-adult
496,A14,36,A32,A40,909,A63,A75,4,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
497,A14,6,A32,A48,1238,A65,A71,4,male,A101,4,A122,adult,A143,A152,1,A174,2,A192,A201,1,male-adult
498,A13,24,A34,A43,3148,A65,A73,3,male,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
