,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,sex,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex-age
440,A14,36,A30,A45,2613,A61,A73,4,male,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
441,A14,15,A32,A40,3556,A65,A73,3,male,A101,2,A124,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
442,A11,12,A32,A43,1107,A61,A73,2,male,A101,2,A121,youth,A143,A151,1,A174,2,A192,A201,1,male-youth
443,A12,18,A30,A40,2278,A62,A72,3,female,A101,3,A123,adult,A143,A152,2,A173,1,A191,A201,2,female-adult
444,A11,24,A32,A40,3123,A61,A72,4,female,A101,1,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
445,A12,24,A34,A410,11938,A61,A73,2,male,A102,3,A123,adult,A143,A152,2,A174,2,A192,A201,2,male-adult
446,A11,12,A32,A42,3590,A61,A73,2,male,A102,2,A122,adult,A143,A152,1,A172,2,A191,A201,1,male-adult
447,A11,18,A31,A43,1940,A61,A72,3,male,A102,4,A124,adult,A141,A153,1,A174,1,A192,A201,1,male-adult
448,A14,12,A32,A42,763,A61,A73,4,female,A101,1,A121,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
449,A11,6,A34,A40,3676,A61,A73,1,male,A101,3,A121,adult,A143,A151,3,A173,2,A191,A201,1,male-adult
450,A12,30,A34,A40,2181,A65,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
451,A14,24,A32,A43,5943,A65,A72,1,female,A101,1,A123,adult,A143,A152,2,A173,1,A192,A201,2,female-adult
452,A12,18,A33,A40,2899,A65,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
453,A14,12,A32,A40,1884,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
454,A12,12,A32,A40,1295,A61,A72,3,female,A101,1,A123,adult,A143,A151,1,A173,1,A191,A201,2,female-adult
455,A14,21,A34,A42,2288,A61,A72,4,female,A101,4,A122,youth,A143,A152,1,A173,1,A192,A201,1,female-youth
456,A12,15,A34,A43,2728,A65,A74,4,male,A103,2,A121,adult,A141,A152,3,A173,1,A192,A201,1,male-adult
457,A12,60,A32,A40,7408,A62,A72,4,female,A101,2,A122,youth,A143,A152,1,A174,1,A191,A201,2,female-youth
458,A11,12,A34,A40,3499,A61,A73,3,female,A102,2,A121,adult,A143,A152,2,A173,1,A191,A201,2,female-adult
459,A12,12,A30,A42,2969,A61,A72,4,female,A101,3,A122,adult,A143,A151,2,A173,1,A191,A201,2,female-adult
460,A12,60,A32,A46,6288,A61,A73,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,2,male-adult
461,A11,24,A32,A43,2384,A61,A75,4,male,A101,4,A121,adult,A141,A151,1,A172,1,A191,A201,1,male-adult
462,A14,24,A32,A49,1258,A61,A74,4,male,A101,1,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
463,A14,12,A32,A42,1736,A61,A74,3,female,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
464,A11,30,A32,A42,3622,A64,A75,4,female,A101,4,A122,adult,A143,A151,2,A173,1,A192,A201,1,female-adult
465,A11,9,A32,A43,1364,A61,A74,3,male,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
466,A12,21,A32,A42,3976,A65,A74,2,male,A101,3,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
467,A11,40,A34,A46,5998,A61,A73,4,male,A101,3,A124,adult,A141,A152,1,A173,1,A192,A201,2,male-adult
468,A11,6,A32,A46,448,A61,A72,4,female,A101,4,A122,youth,A143,A152,1,A173,1,A191,A201,2,female-youth
469,A14,24,A34,A45,5507,A61,A75,3,male,A101,4,A124,adult,A143,A153,2,A173,1,A191,A201,1,male-adult
470,A14,22,A32,A43,2675,A63,A75,3,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
471,A12,24,A32,A42,3069,A62,A75,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
472,A11,48,A34,A41,6331,A61,A75,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A192,A201,2,male-adult
473,A12,18,A32,A49,1941,A64,A73,4,male,A101,2,A122,adult,A143,A152,1,A172,1,A192,A201,1,male-adult
474,A14,36,A34,A41,5842,A61,A75,2,male,A101,2,A122,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
475,A14,9,A34,A43,3074,A65,A73,1,male,A101,2,A121,adult,A143,A152,2,A173,2,A191,A201,1,male-adult
476,A12,18,A32,A40,1042,A65,A73,4,female,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
477,A14,36,A32,A41,8133,A61,A73,1,female,A101,2,A122,adult,A141,A152,1,A173,1,A191,A201,1,female-adult
478,A14,12,A34,A43,618,A61,A75,4,male,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
479,A14,48,A31,A49,3609,A61,A73,1,female,A101,1,A121,adult,A142,A152,1,A173,1,A191,A201,1,female-adult
480,A14,4,A34,A40,1455,A61,A74,2,male,A101,1,A121,adult,A143,A152,3,A172,2,A191,A201,1,male-adult
481,A11,15,A32,A44,1275,A65,A73,4,female,A101,2,A123,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
482,A14,36,A34,A40,7855,A61,A73,4,female,A101,2,A121,adult,A142,A152,2,A173,1,A192,A201,2,female-adult
483,A12,9,A31,A40,1437,A62,A74,2,male,A101,3,A124,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
484,A13,18,A32,A42,2864,A61,A73,2,male,A101,1,A121,adult,A143,A152,1,A172,2,A191,A201,2,male-adult
485,A12,48,A32,A43,3060,A61,A74,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
486,A14,30,A31,A41,7485,A65,A71,4,female,A101,1,A121,adult,A141,A152,1,A174,1,A192,A201,2,female-adult
487,A12,36,A33,A49,9857,A62,A74,1,male,A101,3,A122,adult,A143,A152,2,A172,2,A192,A201,1,male-adult
488,A14,24,A32,A43,1413,A61,A73,4,male,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
489,A11,24,A32,A42,4020,A61,A73,2,male,A101,2,A123,adult,A142,A152,1,A173,1,A191,A201,1,male-adult
490,A12,36,A32,A46,2273,A61,A74,3,male,A101,1,A123,adult,A143,A152,2,A173,2,A191,A201,1,male-adult
491,A12,39,A34,A43,4933,A61,A74,2,male,A103,2,A121,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
492,A14,12,A30,A42,2759,A61,A75,2,male,A101,4,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
493,A11,24,A32,A43,1603,A61,A75,4,female,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
494,A11,12,A31,A40,697,A61,A72,4,male,A101,2,A123,adult,A141,A152,2,A173,1,A192,A201,2,male-adult
495,A11,36,A32,A42,2712,A61,A75,2,male,A101,2,A122,adult,A141,A152,1,A173,2,A191,A201,2,male-adult
496,A12,24,A32,A40,2718,A61,A73,3,female,A101,4,A122,youth,A143,A151,1,A172,1,A192,A201,2,female-youth
497,A14,12,A34,A49,1264,A65,A75,4,male,A101,4,A124,adult,A143,A151,1,A172,1,A191,A201,1,male-adult
498,A14,12,A34,A43,717,A61,A75,4,male,A101,4,A121,adult,A143,A152,3,A173,1,A191,A201,1,male-adult
499,A14,24,A33,A49,3863,A61,A73,1,male,A101,2,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
500,A11,21,A32,A42,3599,A61,A74,1,female,A101,4,A123,adult,A143,A151,1,A172,1,A191,A201,1,female-adult
501,A11,6,A34,A40,666,A64,A74,3,female,A101,4,A121,adult,A143,A152,2,A172,1,A192,A201,1,female-adult
502,A11,24,A34,A41,6615,A61,A71,2,male,A101,4,A124,adult,A143,A153,2,A174,1,A192,A201,1,male-adult
503,A11,12,A34,A42,2246,A61,A75,3,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
504,A13,9,A30,A43,1337,A61,A72,4,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,2,male-adult
505,A11,24,A32,A40,1207,A61,A72,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
506,A12,45,A34,A43,4746,A61,A72,4,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,2,male-adult
507,A11,18,A32,A43,1345,A61,A73,4,male,A101,3,A121,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
508,A14,6,A32,A40,3518,A61,A73,2,male,A103,3,A122,adult,A143,A151,1,A173,1,A191,A201,1,male-adult
509,A11,12,A32,A42,7865,A61,A75,4,male,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
510,A11,48,A32,A43,6758,A61,A73,3,female,A101,2,A123,adult,A143,A152,1,A173,1,A192,A201,2,female-adult
511,A14,12,A32,A41,4675,A65,A72,1,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
512,A11,24,A32,A40,1285,A65,A74,4,female,A101,4,A124,adult,A143,A151,1,A173,1,A191,A201,2,female-adult
513,A12,36,A33,A40,7432,A61,A73,2,female,A101,2,A122,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
514,A14,12,A32,A46,719,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A172,2,A191,A201,2,male-adult
515,A14,27,A33,A49,5117,A61,A74,3,male,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
516,A11,24,A33,A43,1659,A61,A72,4,female,A101,2,A123,adult,A143,A151,1,A172,1,A192,A201,2,female-adult
517,A12,12,A33,A43,585,A61,A73,4,male,A102,4,A121,youth,A143,A151,2,A173,1,A191,A201,1,male-youth
518,A13,24,A32,A42,2892,A61,A75,3,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
519,A12,6,A32,A43,1068,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
520,A11,48,A30,A41,4605,A61,A75,3,male,A101,4,A124,youth,A143,A153,2,A173,2,A191,A201,2,male-youth
521,A11,9,A32,A40,654,A61,A73,4,male,A101,3,A123,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
522,A11,30,A34,A41,6187,A62,A74,1,male,A101,4,A123,youth,A143,A151,2,A173,1,A191,A201,1,male-youth
523,A12,12,A32,A43,766,A63,A73,4,male,A101,3,A121,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
524,A11,36,A31,A42,2746,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
525,A14,6,A34,A43,1898,A65,A73,1,male,A101,2,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
526,A11,24,A32,A43,1282,A62,A73,4,female,A101,2,A123,adult,A143,A152,1,A172,1,A191,A201,2,female-adult
527,A14,9,A32,A40,3577,A62,A73,1,male,A103,2,A121,adult,A143,A151,1,A173,2,A191,A202,1,male-adult
528,A14,9,A32,A40,2507,A63,A75,2,male,A101,4,A124,adult,A143,A153,1,A172,1,A191,A201,1,male-adult
529,A11,24,A31,A42,3552,A61,A74,3,male,A101,4,A123,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
530,A14,36,A32,A42,3349,A61,A73,4,female,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,2,female-adult
531,A14,24,A34,A40,1287,A64,A75,4,female,A101,4,A121,adult,A143,A152,2,A173,1,A192,A201,1,female-adult
532,A14,21,A32,A43,3160,A65,A75,4,male,A101,3,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
533,A11,30,A30,A42,4583,A61,A73,2,male,A103,2,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
534,A12,12,A32,A49,1037,A62,A74,3,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
535,A12,24,A32,A43,2896,A62,A72,2,male,A101,1,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
536,A14,24,A34,A43,2424,A65,A75,4,male,A101,4,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
537,A11,12,A32,A48,902,A61,A74,4,male,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,male-youth
538,A11,24,A31,A42,2828,A63,A73,4,male,A101,4,A121,youth,A142,A152,1,A173,1,A192,A201,1,male-youth
539,A12,60,A31,A410,14782,A62,A75,3,female,A101,4,A124,adult,A141,A153,2,A174,1,A192,A201,2,female-adult
540,A14,12,A34,A43,797,A65,A75,4,female,A101,3,A122,adult,A141,A152,1,A172,2,A191,A201,2,female-adult
541,A11,12,A32,A43,709,A61,A75,4,male,A101,4,A121,adult,A142,A152,1,A172,1,A191,A201,2,male-adult
542,A14,13,A32,A43,1409,A62,A71,2,female,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
543,A14,15,A32,A44,1262,A63,A74,4,male,A101,3,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
544,A12,24,A32,A41,12579,A61,A75,4,female,A101,2,A124,adult,A143,A153,1,A174,1,A192,A201,2,female-adult
545,A12,9,A32,A42,2030,A65,A74,2,male,A101,1,A123,youth,A143,A152,1,A173,1,A192,A201,1,male-youth
546,A14,24,A32,A40,1474,A62,A72,4,male,A101,3,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
547,A12,30,A32,A43,1715,A65,A73,4,female,A101,1,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
548,A14,18,A32,A40,1820,A61,A73,2,male,A101,2,A122,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
549,A12,20,A33,A410,2629,A61,A73,2,male,A101,3,A123,adult,A141,A152,2,A173,1,A192,A201,1,male-adult
550,A13,12,A31,A43,409,A64,A73,3,female,A101,3,A121,adult,A143,A151,2,A173,1,A191,A201,1,female-adult
551,A14,9,A32,A44,1236,A61,A72,1,female,A101,4,A121,youth,A143,A151,1,A173,1,A192,A201,1,female-youth
552,A14,15,A32,A43,1979,A65,A75,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
553,A11,18,A32,A46,750,A61,A71,4,female,A101,1,A121,adult,A143,A152,1,A171,1,A191,A201,2,female-adult
554,A12,18,A32,A49,4439,A61,A75,1,male,A102,1,A121,adult,A141,A152,1,A174,1,A192,A201,1,male-adult
555,A13,36,A32,A43,5848,A61,A73,4,male,A101,1,A123,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
556,A14,12,A32,A43,776,A61,A73,4,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
557,A14,12,A34,A40,1495,A61,A75,4,male,A101,1,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
558,A14,9,A34,A46,1244,A65,A75,4,female,A101,4,A122,adult,A143,A151,2,A172,1,A191,A201,1,female-adult
559,A11,18,A30,A49,3104,A61,A74,3,male,A101,1,A122,adult,A141,A152,1,A173,1,A192,A201,1,male-adult
560,A12,48,A30,A49,14421,A61,A73,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A192,A201,2,male-adult
561,A11,20,A32,A42,2212,A65,A74,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
562,A14,24,A34,A42,1585,A61,A74,4,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
563,A14,6,A31,A43,1750,A63,A75,2,male,A101,4,A122,adult,A141,A152,1,A172,2,A191,A201,1,male-adult
564,A11,48,A32,A43,6999,A61,A74,1,male,A103,1,A121,adult,A143,A152,2,A173,1,A192,A201,2,male-adult
565,A14,21,A32,A41,2476,A65,A75,4,male,A101,4,A121,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
566,A13,24,A32,A43,1258,A63,A73,3,female,A101,3,A123,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
567,A11,36,A32,A46,1977,A65,A75,4,male,A101,4,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
568,A12,15,A32,A43,802,A61,A75,4,male,A101,3,A123,adult,A143,A152,1,A173,2,A191,A201,2,male-adult
569,A11,18,A32,A42,2659,A64,A73,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
570,A11,21,A34,A40,1602,A61,A75,4,male,A101,3,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
571,A11,15,A34,A42,1433,A61,A73,4,female,A101,3,A122,adult,A143,A151,2,A173,1,A191,A201,1,female-adult
572,A14,12,A34,A46,701,A61,A73,4,male,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
573,A12,36,A32,A40,14318,A61,A75,4,male,A101,2,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
574,A11,18,A31,A40,1442,A61,A74,4,male,A101,4,A124,adult,A143,A153,2,A172,2,A191,A201,2,male-adult
575,A14,36,A34,A40,3535,A61,A74,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
576,A14,15,A34,A40,5045,A65,A75,1,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
577,A14,24,A33,A40,717,A65,A75,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
578,A12,18,A32,A49,2622,A62,A73,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
579,A12,12,A32,A40,685,A61,A74,2,male,A101,3,A123,adult,A141,A152,1,A172,1,A191,A201,2,male-adult
580,A14,6,A34,A43,1740,A61,A75,2,male,A101,2,A121,adult,A143,A151,2,A173,1,A191,A201,1,male-adult
581,A12,12,A32,A42,1922,A61,A73,4,male,A101,2,A122,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
582,A11,12,A32,A42,1282,A61,A73,2,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
583,A14,30,A32,A43,1867,A65,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
584,A13,24,A32,A42,1925,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
585,A11,36,A34,A42,6229,A61,A72,4,female,A102,4,A124,youth,A143,A151,2,A172,1,A192,A201,2,female-youth
586,A12,36,A34,A43,2337,A61,A75,4,male,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
587,A12,24,A33,A49,6967,A62,A74,4,male,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
588,A12,9,A32,A43,1082,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
589,A14,12,A32,A43,1963,A61,A74,4,male,A101,2,A123,adult,A143,A151,2,A174,2,A192,A201,1,male-adult
590,A14,24,A34,A43,2223,A62,A75,4,male,A101,4,A122,adult,A141,A152,2,A173,1,A191,A201,1,male-adult
591,A14,12,A34,A42,1935,A61,A75,4,male,A101,4,A121,adult,A143,A152,3,A173,1,A192,A201,1,male-adult
592,A12,12,A32,A40,7472,A65,A71,1,female,A101,2,A121,youth,A143,A151,1,A171,1,A191,A201,1,female-youth
593,A12,12,A34,A41,1804,A62,A72,3,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
594,A14,36,A32,A46,9055,A65,A73,2,male,A101,4,A124,adult,A143,A153,1,A172,2,A192,A201,1,male-adult
595,A11,12,A32,A46,795,A61,A72,4,female,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
596,A12,12,A32,A40,6078,A61,A74,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
597,A14,15,A34,A43,1471,A61,A73,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A192,A201,1,male-adult
598,A12,30,A30,A49,4280,A62,A73,4,female,A101,4,A123,adult,A143,A151,2,A172,1,A191,A201,2,female-adult
599,A11,30,A32,A43,2522,A61,A75,1,male,A103,3,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
